"SetuVillageId","PortalLocationCode","PortalOriginalVillageId","SetuVillageName","PortalVillageName","SetuBlockId","SetuBlockName","PortalBlockId","PortalBlockName","SetuDistrictId","SetuDistrictName","PortalDistrictId","PortalDistrictName","OverallStatus","DifferenceDetails"
"10605255","","","Sailendrapalli","","10605","Chandbali","","","106","Bhadrak","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10605256","​050240015001500044","1686","Sainta","SAINTA","10605","Chandbali","050150","CHANDABALI","106","Bhadrak","4","BHADRAK","Different","Village text/case differs; Block assignment/name differs"
"10605257","","","Samdaspur","","10605","Chandbali","","","106","Bhadrak","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10605258","","","Sampatia","","10605","Chandbali","","","106","Bhadrak","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10605259","​050240015001500097","1722","Sanaharipur","SANAHARIPUR","10605","Chandbali","050150","CHANDABALI","106","Bhadrak","4","BHADRAK","Different","Village text/case differs; Block assignment/name differs"
"10605260","​050240015001500008","1508","Sanaitagotha","SANAITAGOTHA","10605","Chandbali","050150","CHANDABALI","106","Bhadrak","4","BHADRAK","Different","Village text/case differs; Block assignment/name differs"
"10605261","​050240015001500075","1684","Sanaostia","SANAOSTIA","10605","Chandbali","050150","CHANDABALI","106","Bhadrak","4","BHADRAK","Different","Village text/case differs; Block assignment/name differs"
"10605262","​050251015001500079","1705","Sanapanki","SANAPANKI","10605","Chandbali","050150","CHANDABALI","106","Bhadrak","4","BHADRAK","Different","Village text/case differs; Block assignment/name differs"
"10605263","","","Sanapimpala","","10605","Chandbali","","","106","Bhadrak","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10605264","​050230015001500021","1249","Sanasamukavedi","SANASAMUKAVEDI","10605","Chandbali","050150","CHANDABALI","106","Bhadrak","4","BHADRAK","Different","Village text/case differs; Block assignment/name differs"
"10605265","​050240015001500053","1558","Sanasingpur","SANASINGPUR","10605","Chandbali","050150","CHANDABALI","106","Bhadrak","4","BHADRAK","Different","Village text/case differs; Block assignment/name differs"
"10605266","​050230015001500109","1594","Sanatilanchi","SANATILANCHI","10605","Chandbali","050150","CHANDABALI","106","Bhadrak","4","BHADRAK","Different","Village text/case differs; Block assignment/name differs"
"10605267","​050230015001500125","1599","Sankhajori","SANKHAJORI","10605","Chandbali","050150","CHANDABALI","106","Bhadrak","4","BHADRAK","Different","Village text/case differs; Block assignment/name differs"
"10605268","​050251015001500075","1687","Santara","SANTARA","10605","Chandbali","050150","CHANDABALI","106","Bhadrak","4","BHADRAK","Different","Village text/case differs; Block assignment/name differs"
"10605269","​050230015001500098","1525","Saralipatia","SARALIPATIA","10605","Chandbali","050150","CHANDABALI","106","Bhadrak","4","BHADRAK","Different","Village text/case differs; Block assignment/name differs"
"10605270","","","Saranaichhapur","","10605","Chandbali","","","106","Bhadrak","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10605271","​050230015001500080","1420","Saraswati","SARASWATI","10605","Chandbali","050150","CHANDABALI","106","Bhadrak","4","BHADRAK","Different","Village text/case differs; Block assignment/name differs"
"10605272","​050230015001500086","1510","Saratprasad","SARATPRASAD","10605","Chandbali","050150","CHANDABALI","106","Bhadrak","4","BHADRAK","Different","Village text/case differs; Block assignment/name differs"
"10605273","​050230015001500090","1453","Sasikadeipur","SASIKADEIPUR","10605","Chandbali","050150","CHANDABALI","106","Bhadrak","4","BHADRAK","Different","Village text/case differs; Block assignment/name differs"
"10605274","​050240015001500016","1412","Sasubhuasuni","SASUBHUASUNI","10605","Chandbali","050150","CHANDABALI","106","Bhadrak","4","BHADRAK","Different","Village text/case differs; Block assignment/name differs"
"10605275","​050251015001500073","1675","Sathibankuda","SATHIBANKUDA","10605","Chandbali","050150","CHANDABALI","106","Bhadrak","4","BHADRAK","Different","Village text/case differs; Block assignment/name differs"
"10605276","​050230015001500005","1157","Sendhagara","SENDHAGARA","10605","Chandbali","050130","BASUDEVPUR","106","Bhadrak","4","BHADRAK","Different","Village text/case differs; Block assignment/name differs"
"10605277","​050160009000900246","246","Serapur","SERAPUR","10605","Chandbali","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Different","Village text/case differs; Block assignment/name differs"
"10605278","","","Shortt Island","","10605","Chandbali","","","106","Bhadrak","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10605279","","","Simulia","","10605","Chandbali","","","106","Bhadrak","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10605280","​050240015001500023","1611","Singiti","SINGITI","10605","Chandbali","050150","CHANDABALI","106","Bhadrak","4","BHADRAK","Different","Village text/case differs; Block assignment/name differs"
"10605281","​050251015001500070","1648","Sitalpur","SITALPUR","10605","Chandbali","050150","CHANDABALI","106","Bhadrak","4","BHADRAK","Different","Village text/case differs; Block assignment/name differs"
"10605282","","","Small Wheeler","","10605","Chandbali","","","106","Bhadrak","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10605283","","","Sompur","","10605","Chandbali","","","106","Bhadrak","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10605284","​050230015001500070","1390","Subhadia","SUBHADIA","10605","Chandbali","050150","CHANDABALI","106","Bhadrak","4","BHADRAK","Different","Village text/case differs; Block assignment/name differs"
"10605285","​050230015001500045","1349","Sunaripokhari","SUNARIPOKHARI","10605","Chandbali","050150","CHANDABALI","106","Bhadrak","4","BHADRAK","Different","Village text/case differs; Block assignment/name differs"
"10605286","​060080032003200011","10816","Sundarpur","SUNDAR PUR","10605","Chandbali","060080","MAHANGA","106","Bhadrak","7","CUTTACK","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10605287","​050240015001500003","1416","Talabandha","TALABANDHA","10605","Chandbali","050140","TIHIDI","106","Bhadrak","4","BHADRAK","Different","Village text/case differs; Block assignment/name differs"
"10605288","","","Tarafraipur","","10605","Chandbali","","","106","Bhadrak","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10605289","​050230015001500093","1549","Tentuliadia","TENTULIADIA","10605","Chandbali","050150","CHANDABALI","106","Bhadrak","4","BHADRAK","Different","Village text/case differs; Block assignment/name differs"
"10605290","​050240015001500082","1703","Tentulida","TENTULIDA","10605","Chandbali","050150","CHANDABALI","106","Bhadrak","4","BHADRAK","Different","Village text/case differs; Block assignment/name differs"
"10605291","​050240015001500081","1706","Tentulidadian","TENTULIDA-DIAN","10605","Chandbali","050150","CHANDABALI","106","Bhadrak","4","BHADRAK","Different","Village text/case differs; Block assignment/name differs"
"10605292","​050240015001500064","1676","Tentulidihi","TENTULIDIHI","10605","Chandbali","050150","CHANDABALI","106","Bhadrak","4","BHADRAK","Different","Village text/case differs; Block assignment/name differs"
"10605293","​050230015001500079","1438","Tentulipokhari","TENTULIPOKHARI","10605","Chandbali","050150","CHANDABALI","106","Bhadrak","4","BHADRAK","Different","Village text/case differs; Block assignment/name differs"
"10605294","​050240015001500067","1712","Thokara","THOKARA","10605","Chandbali","050150","CHANDABALI","106","Bhadrak","4","BHADRAK","Different","Village text/case differs; Block assignment/name differs"
"10605295","​050160010001000012","12","Totapada","TOTAPADA","10605","Chandbali","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Different","Village text/case differs; Block assignment/name differs"
"10605296","​050240015001500029","1627","Utakuda","UTAKUDA","10605","Chandbali","050150","CHANDABALI","106","Bhadrak","4","BHADRAK","Different","Village text/case differs; Block assignment/name differs"
"10605297","","","Uttarsahi","","10605","Chandbali","","","106","Bhadrak","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"","​050160010001000089","89","","ACHUTIPUR","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"10606001","​050252016001600002","1120","Ajmatpur","AJMATPUR","10606","Dhamnagar","050110","BHADRAK","106","Bhadrak","4","BHADRAK","Different","Village text/case differs; Block assignment/name differs"
"","​050160010001000077","77","","ALDA","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"10606002","​050260016001600111","1578","Alinagar","ALINAGAR","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"","​050160010001000078","78","","ALLIHA","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"","​050160010001000008","8","","AMARIHAGNIPUR","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"10606003","​050260016001600028","1225","Anaharpur","ANAHARPUR","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"10606004","​080040004000400002","561666","Anandapur","ANANDAPUR","10606","Dhamnagar","080040","BOUDH","106","Bhadrak","6","BOUDH","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"","​050160009000900032","32","","ANKUTA","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"","​050160010001000150","150","","ANTARI","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"10606005","​090100013001300147","566177","Arjunpur","ARJUNPUR","10606","Dhamnagar","090100","LOISINGA","106","Bhadrak","5","BOLANGIR","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10606006","​050252016001600050","1543","Astak","ASTAK","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"10606007","​050252016001600017","1205","Asurali","ASURALI","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"10606008","​050260016001600042","1083","Baburigan","BABURIGAN","10606","Dhamnagar","050110","BHADRAK","106","Bhadrak","4","BHADRAK","Different","Village text/case differs; Block assignment/name differs"
"","​050160009000900055","55","","BADAMADHUSUDANPUR","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"","​050160009000900133","133","","BADULI    (BUDULI  )","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"10606009","​050260016001600072","1446","Baghuari","BAGHUARI","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"10606010","​050260016001600102","1591","Baikunthi","BAIKUNTHI","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"","​050160009000900118","118","","BAINSHBATI","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"10606011","","","Baitipur","","10606","Dhamnagar","","","106","Bhadrak","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10606012","​060010029002900022","10827","Balipada","BALIPADA","10606","Dhamnagar","060010","CUTTACK SADAR","106","Bhadrak","7","CUTTACK","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"","​050260016001600115","1568","","BALIPARA","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"10606013","​050252016001600046","1526","Balipatana","BALIPATANA","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"10606014","​050252016001600040","1380","Bamkura","BAMKURA","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"10606015","​060200021002100004","2931","Bandha Sahi","BANDHA SAHI","10606","Dhamnagar","060200","MAHAKALAPARA","106","Bhadrak","17","KENDRAPADA","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10606016","​050260016001600051","1275","Bandhatia","BANDHATIA","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"","​050160009000900102","102","","BANGARKHADIGADIA","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"","​050160009000900099","99","","BANGURPADA","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"10606017","​050260016001600048","1287","Bansar","BANSAR","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"10606018","​050252016001600001","1103","Bargara","BARGARA","10606","Dhamnagar","050110","BHADRAK","106","Bhadrak","4","BHADRAK","Different","Village text/case differs; Block assignment/name differs"
"","​050160009000900135","136","","BARI  (1)","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"","​050160009000900136","136","","BARI  (2)","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"","​050160009000900190","190","","BARI  (3)","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"","​050160009000900191","191","","BARIMALAK (3)","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"","​050160009000900193","193","","BARIMELAK   (1)","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"","​050160009000900192","192","","BARIMELAK  (2)","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"","​050160010001000080","80","","BATHUNIA","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"10606019","​050240015001500004","1451","Batitanki","BATITANKI","10606","Dhamnagar","050150","CHANDABALI","106","Bhadrak","4","BHADRAK","Different","Village text/case differs; Block assignment/name differs"
"10606020","​050252016001600024","1354","Bayangdihi","BAYANGDIHI","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"10606021","​050260016001600103","1566","Bedpur","BEDPUR","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"","​050160009000900206","206","","BEGARAJPR","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"10606022","​050220013001300070","1078","Bhagabanpur","BHAGABANPUR","10606","Dhamnagar","050130","BASUDEVPUR","106","Bhadrak","4","BHADRAK","Different","Village text/case differs; Block assignment/name differs"
"10606023","​050252016001600043","1415","Bhatasahi","BHATASAHI","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"","​050160010001000067","67","","BHULANIPATNA","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"10606024","​050260016001600037","1179","Bidyadharpur","BIDYADHARPUR","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"10606025","​050260016001600077","1441","Biruan","BIRUAN","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"10606026","​050140007000700323","323","Brahmapur","BRAHMAPUR","10606","Dhamnagar","050140","TIHIDI","106","Bhadrak","4","BHADRAK","Different","Village text/case differs; Block assignment/name differs"
"","​050160009000900059","59","","CHABATIA","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"","​050260016001600065","1388","","CHAKAASPUR","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"10606027","","","Chakaspur","","10606","Dhamnagar","","","106","Bhadrak","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10606028","​050260016001600116","1559","Chakuasahi","CHAKUASAHI","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"","​050260016001600100","1524","","CHASHAKHAND","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"10606029","","","Chashakhanda","","10606","Dhamnagar","","","106","Bhadrak","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10606031","​050252016001600010","1149","Chhatis Samil Nandor","CHHATISSAMILNANDOR","10606","Dhamnagar","050110","BHADRAK","106","Bhadrak","4","BHADRAK","Different","Village text/case differs; Block assignment/name differs"
"10606030","​050260016001600107","1575","Chhatisbedapur","CHHATISBEDAPUR","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"10606032","​050202014001400115","1334","Chhatrapada","CHHATRAPADA","10606","Dhamnagar","050140","TIHIDI","106","Bhadrak","4","BHADRAK","Different","Village text/case differs; Block assignment/name differs"
"10606033","​050260016001600033","1063","Daipur","DAIPUR","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"10606034","​050260016001600034","1076","Daipurnahabari","DAIPURNAHABARI","10606","Dhamnagar","050110","BHADRAK","106","Bhadrak","4","BHADRAK","Different","Village text/case differs; Block assignment/name differs"
"10606035","","","Dakhinabad","","10606","Dhamnagar","","","106","Bhadrak","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"","​050260016001600082","1435","","DAKSHINABAD","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"10606036","","","Dakshinakorua","","10606","Dhamnagar","","","106","Bhadrak","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"","​050260016001600096","1574","","DAKSHINAKURUA","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"10606037","​050260016001600080","1473","Dalanga","DALANGA","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"10606038","​050252016001600037","1402","Deuladihi","DEULADIHI","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"","​050260016001600059","1367","","DHAMANAGAR","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"10606039","","","Dhamnagar","","10606","Dhamnagar","","","106","Bhadrak","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10606040","​050252016001600031","1307","Dharamagatpur","DHARAMAGATPUR","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"","​050160009000900114","114","","DHULIPUR","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"10606041","​050252016001600052","1447","Dhusuri","DHUSURI","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"10606042","​050252016001600027","1306","Dillo","DILLO","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"10606043","​050252016001600029","1361","Dinajpur","DINAJPUR","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"","​050260016001600120","1576","","DOBABIL","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"10606044","","","Dovabil","","10606","Dhamnagar","","","106","Bhadrak","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10606045","​050260016001600086","1491","Dubal","DUBAL","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"10606046","​060070034003400084","10889","Falapur","FALA PUR","10606","Dhamnagar","060070","NISCHINTAKOILI","106","Bhadrak","7","CUTTACK","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10606047","​050201014001400073","1093","Fatepur","FATEPUR","10606","Dhamnagar","050140","TIHIDI","106","Bhadrak","4","BHADRAK","Different","Village text/case differs; Block assignment/name differs"
"10606048","​130020022002200150","555978","Gadagadi","GADAGADI","10606","Dhamnagar","130020","BRAHMAGIRI","106","Bhadrak","26","PURI","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"","​050252016001600056","1567","","GARAGARI","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"10606049","​050252016001600018","1266","Gariali","GARIALI","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"","​050160010001000084","84","","GARSANKHO","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"","​050260016001600088","1424","","GAURBISHNUAPARA","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"10606050","​090060007000700090","566120","Gobindpur","GOBINDPUR","10606","Dhamnagar","090060","SAINTALA","106","Bhadrak","5","BOLANGIR","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10606051","​050252016001600011","1216","Gohirapada","GOHIRAPADA","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"","​050160009000900242","242","","GOPIBINDDHA","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"10606052","​050260016001600071","1423","Gothina","GOTHINA","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"10606053","","","Goudabishinuapada","","10606","Dhamnagar","","","106","Bhadrak","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10606054","​050140008000800293","293","Hajipur","HAJIPUR","10606","Dhamnagar","050140","TIHIDI","106","Bhadrak","4","BHADRAK","Different","Village text/case differs; Block assignment/name differs"
"10606055","​050252016001600016","1268","Hansapur","HANSAPUR","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"10606056","","","Hasanabad","","10606","Dhamnagar","","","106","Bhadrak","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"","​050252016001600049","1531","","HASNABAD","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"10606057","​050252016001600007","1166","Hatiapada","HATIAPADA","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"","​050160009000900056","56","","HATPAIKALPUR","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"10606058","​050252016001600033","1302","Hetampur","HETAMPUR","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"10606059","​050260017001700027","1188","Hirarampur","HIRARAMPUR","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"10606060","​050260016001600029","1158","Ichhadamajapharpur","ICHHADAMAJAPHARPUR","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"","​050160009000900053","53","","ISHARPUR","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"10606061","​050260016001600083","1461","Itua","ITUA","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"10606062","","","Jagannath Badi","","10606","Dhamnagar","","","106","Bhadrak","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10606063","","","Jagannath Sahi","","10606","Dhamnagar","","","106","Bhadrak","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10606064","​050260016001600035","1142","Jagulisahi","JAGULISAHI","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"10606065","​050260016001600075","1459","Jahangir","JAHANGIR","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"","​050160010001000178","178","","JALESWAR","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"","​050160010001000004","4","","JAMADEIPATNA","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"10606066","​050260016001600057","1310","Jayakrushnapur","JAYAKRUSHNAPUR","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"10606067","​050260016001600054","1263","Jayanagar","JAYANAGAR","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"10606068","​050260016001600113","1601","Jayantara","JAYANTARA","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"","​050252016001600020","1270","","JHARDIHI","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"10606069","","","Jharidihi","","10606","Dhamnagar","","","106","Bhadrak","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10606070","​050252016001600019","1244","Kakurigaria","KAKURIGARIA","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"","​050160009000900040","40","","KALIACHAKADA","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"10606071","​050140007000700228","228","Kalyani","KALYANI","10606","Dhamnagar","050140","TIHIDI","106","Bhadrak","4","BHADRAK","Different","Village text/case differs; Block assignment/name differs"
"10606072","​050260016001600097","1557","Kamalpur","KAMALPUR","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"10606073","​050260016001600091","1535","Kanjiapal","KANJIAPAL","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"10606074","","","Kankara","","10606","Dhamnagar","","","106","Bhadrak","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10606075","","","Kantada","","10606","Dhamnagar","","","106","Bhadrak","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10606076","​050260016001600104","1600","Kantapari","KANTAPARI","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"","​050260016001600117","1521","","KANTDA","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"10606077","​050260016001600076","1488","Kantidol","KANTIDOL","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"10606078","​050252016001600060","1487","Kantika","KANTIKA","10606","Dhamnagar","050140","TIHIDI","106","Bhadrak","4","BHADRAK","Different","Village text/case differs; Block assignment/name differs"
"","​050160009000900046","46","","KAPURA","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"10606079","​050260016001600110","1534","Karada","KARADA","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"10606080","​050252016001600034","1318","Kasimpur","KASIMPUR","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
