"SetuVillageId","PortalLocationCode","PortalOriginalVillageId","SetuVillageName","PortalVillageName","SetuBlockId","SetuBlockName","PortalBlockId","PortalBlockName","SetuDistrictId","SetuDistrictName","PortalDistrictId","PortalDistrictName","OverallStatus","DifferenceDetails"
"11603131","​030050013001300029","556388","Tanto","TANTO","11603","Barbil","030050","SAHARPADA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603132","​030050013001300006","556575","Thakurani","THAKURANI","11603","Barbil","030050","SAHARPADA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603133","​030040013001300035","556394","Tilapur","TILAPUR","11603","Barbil","030040","GHATGAON","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603134","​030050013001300041","556400","Topadihi","TOPADIHI","11603","Barbil","030050","SAHARPADA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603135","​030050013001300003","556362","Uliburu","ULIBURU","11603","Barbil","030050","SAHARPADA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603136","​030040013001300066","556425","Unchabali","UNCHABALI","11603","Barbil","030040","GHATGAON","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11604001","​030062011001100007","556366","Adhangapal","ADHANGAPAL","11604","Champua","030110","CHAMPUA","116","Keonjhar","18","KEONJHAR","Same","Village text/case differs"
"11604002","","","Anandapur Alias Panchapokharia","","11604","Champua","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"","​030062011001100012","556371","","ANANDPUR ALIS  PANCHAPOKH","","","030110","CHAMPUA","","","18","KEONJHAR","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"11604003","​030070011001100101","556460","Ankudi","ANKUDI","11604","Champua","030110","CHAMPUA","116","Keonjhar","18","KEONJHAR","Same","Village text/case differs"
"","​030110001000100025","556384","","BADABIL(KA)","","","030110","CHAMPUA","","","18","KEONJHAR","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"11604004","​040250024002400190","569438","Badanai","BADANAI","11604","Champua","040250","SUKRULI","116","Keonjhar","22","MAYURBHANJ","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"","​030062011001100092","556451","","BADANEI","","","030110","CHAMPUA","","","18","KEONJHAR","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"11604005","","","Badapada(Barpada)","","11604","Champua","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"","​030110007000700040","556402","","BADARADUANA","","","030110","CHAMPUA","","","18","KEONJHAR","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"","​030110001000100016","556518","","BAIGANPASI","","","030110","CHAMPUA","","","18","KEONJHAR","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"","​030110001000100026","556385","","BAITABEDA","","","030110","CHAMPUA","","","18","KEONJHAR","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"11604006","​030070011001100099","556458","Bala","BALA","11604","Champua","030110","CHAMPUA","116","Keonjhar","18","KEONJHAR","Same","Village text/case differs"
"11604007","​030062012001200156","556515","Balabhadrapur","BALABHADRAPUR","11604","Champua","030120","JHUMPURA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11604008","​030062011001100109","556468","Balasore","BALASORE","11604","Champua","030110","CHAMPUA","116","Keonjhar","18","KEONJHAR","Same","Village text/case differs"
"","​030110001000100005","556364","","BALIAGODA","","","030110","CHAMPUA","","","18","KEONJHAR","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"11604009","​070020016001600003","559907","Baliposi","BALIPOSI","11604","Champua","070020","ODAPADA","116","Keonjhar","9","DHENKANAL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"11604010","​030070011001100040","556399","Banakati","BANAKATI","11604","Champua","030110","CHAMPUA","116","Keonjhar","18","KEONJHAR","Same","Village text/case differs"
"11604011","​030062011001100098","556457","Banakia","BANAKIA","11604","Champua","030110","CHAMPUA","116","Keonjhar","18","KEONJHAR","Same","Village text/case differs"
"11604012","​030070011001100046","556405","Banguriposi","BANGURIPOSI","11604","Champua","030110","CHAMPUA","116","Keonjhar","18","KEONJHAR","Same","Village text/case differs"
"11604013","​030062011001100101","556460","Bankia","BANKIA","11604","Champua","030110","CHAMPUA","116","Keonjhar","18","KEONJHAR","Same","Village text/case differs"
"11604014","​030062011001100025","556384","Banko","BANKO","11604","Champua","030110","CHAMPUA","116","Keonjhar","18","KEONJHAR","Same","Village text/case differs"
"11604015","​030062011001100055","556414","Bansipasi","BANSIPASI","11604","Champua","030110","CHAMPUA","116","Keonjhar","18","KEONJHAR","Same","Village text/case differs"
"11604016","​030070011001100042","556401","Bardhana","BARDHANA","11604","Champua","030110","CHAMPUA","116","Keonjhar","18","KEONJHAR","Same","Village text/case differs"
"11604017","​030062011001100046","556405","Basira","BASIRA","11604","Champua","030110","CHAMPUA","116","Keonjhar","18","KEONJHAR","Same","Village text/case differs"
"11604019","","","Basudevpur","","11604","Champua","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11604018","","","Basudevpur","","11604","Champua","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11604020","​030070011001100110","556469","Bautiapada","BAUTIAPADA","11604","Champua","030110","CHAMPUA","116","Keonjhar","18","KEONJHAR","Same","Village text/case differs"
"11604021","​030070011001100024","556383","Bhanda","BHANDA","11604","Champua","030110","CHAMPUA","116","Keonjhar","18","KEONJHAR","Same","Village text/case differs"
"11604022","","","Bhimapur(Bhuinpur)","","11604","Champua","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11604023","","","Bhodaposi","","11604","Champua","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11604024","​130250011001100110","4415","Bidyadharpur","BIDYADHARPUR","11604","Champua","130250","BOLAGARH","116","Keonjhar","19","KHURDA","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"11604025","","","Biradhanurjaynarayanpur","","11604","Champua","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"","​030070011001100058","556417","","BIRAKUAN[KA]","","","030110","CHAMPUA","","","18","KEONJHAR","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"","​030070011001100049","556408","","BIRAKUAN[KHA]","","","030110","CHAMPUA","","","18","KEONJHAR","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"11604026","","","Birikuan(Ka)","","11604","Champua","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11604027","","","Birikuan(Kha)","","11604","Champua","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11604028","​030190009000900102","556461","Bishnupur","BISHNUPUR","11604","Champua","030090","HATADIHI","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11604029","​040170004000400101","970403","Brahmapur","BRAHMAPUR","11604","Champua","040170","KUSUMI","116","Keonjhar","22","MAYURBHANJ","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"11604030","​030070011001100109","556468","Budhimara","BUDHIMARA","11604","Champua","040250","SUKRULI","116","Keonjhar","22","MAYURBHANJ","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"","​030062011001100016","556375","","CHAMPUA","","","030110","CHAMPUA","","","18","KEONJHAR","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"11604031","","","Champua (Ct)","","11604","Champua","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11604032","​030010006000600022","556381","Chandrasekharpur","CHANDRASEKHARPUR","11604","Champua","030010","KEONJHAR","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11604033","​130100026002600168","11427","Chandrasekharpur","CHANDRASEKHARPUR","11604","Champua","130100","KANAS","116","Keonjhar","26","PURI","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"11604034","​030062011001100104","556588","Chilikaposi","CHILIKAPOSI","11604","Champua","030110","CHAMPUA","116","Keonjhar","18","KEONJHAR","Same","Village text/case differs"
"11604035","​030062011001100002","556361","Chimila","CHIMILA","11604","Champua","030110","CHAMPUA","116","Keonjhar","18","KEONJHAR","Same","Village text/case differs"
"","​030110001000100049","556408","","DIMIRIBAHAL","","","030110","CHAMPUA","","","18","KEONJHAR","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"11604036","​030062011001100048","556407","Dolita","DOLITA","11604","Champua","030110","CHAMPUA","116","Keonjhar","18","KEONJHAR","Same","Village text/case differs"
"","​030062011001100106","556465","","DURKULIA","","","030110","CHAMPUA","","","18","KEONJHAR","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"11604037","","","Durukulia","","11604","Champua","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11604038","","","Fulkanlei","","11604","Champua","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11604039","​040260026002600017","969563","Gambharia","GAMBHARIA","11604","Champua","040260","RARUAN","116","Keonjhar","22","MAYURBHANJ","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"11604040","​030070011001100022","556381","Ghuntagadia","GHUNTAGADIA","11604","Champua","030110","CHAMPUA","116","Keonjhar","18","KEONJHAR","Same","Village text/case differs"
"11604041","​030062011001100044","556403","Giridharipur","GIRIDHARIPUR","11604","Champua","030110","CHAMPUA","116","Keonjhar","18","KEONJHAR","Same","Village text/case differs"
"11604042","​060230016001600116","3395","Gobindpur","GOBIND PUR","11604","Champua","060230","RAJNAGAR","116","Keonjhar","17","KENDRAPADA","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"11604043","​030062011001100015","556374","Godhuli","GODHULI","11604","Champua","030110","CHAMPUA","116","Keonjhar","18","KEONJHAR","Same","Village text/case differs"
"11604044","","","Gopapur","","11604","Champua","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11604045","","","Gopinathapur","","11604","Champua","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"","​030110001000100002","556361","","GOPINATHPUR (NUAGAN)","","","030110","CHAMPUA","","","18","KEONJHAR","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"","​030070011001100018","556377","","GULADIPASI","","","030110","CHAMPUA","","","18","KEONJHAR","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"11604046","","","Guludiposi","","11604","Champua","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"","​030062011001100100","556459","","HRUDARAMPUR","","","030110","CHAMPUA","","","18","KEONJHAR","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"11604047","","","Hrudurampur","","11604","Champua","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11604048","​030062011001100065","556424","Hunjaposi","HUNJAPOSI","11604","Champua","030110","CHAMPUA","116","Keonjhar","18","KEONJHAR","Same","Village text/case differs"
"11604049","​030100007000700174","556568","Ichinda","ICHINDA","11604","Champua","030100","GHASIPURA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11604050","​030062011001100023","556382","Indraprastha","INDRAPRASTHA","11604","Champua","030110","CHAMPUA","116","Keonjhar","18","KEONJHAR","Same","Village text/case differs"
"11604051","​030062011001100009","556368","Jadipada","JADIPADA","11604","Champua","030110","CHAMPUA","116","Keonjhar","18","KEONJHAR","Same","Village text/case differs"
"11604052","​060210020002000115","3055","Jaganathapur","JAGANATHA PUR","11604","Champua","060210","GARADPUR","116","Keonjhar","17","KENDRAPADA","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"11604053","​030062011001100051","556410","Jaintinapur","JAINTINAPUR","11604","Champua","030110","CHAMPUA","116","Keonjhar","18","KEONJHAR","Same","Village text/case differs"
"","​030070011001100100","556600","","JAJAPASHI","","","030110","CHAMPUA","","","18","KEONJHAR","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"11604054","","","Jajaposi","","11604","Champua","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11604055","","","Jally","","11604","Champua","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"","​030070011001100051","556410","","JALY","","","030110","CHAMPUA","","","18","KEONJHAR","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"11604056","​030062011001100005","556364","Jamudalak","JAMUDALAK","11604","Champua","030110","CHAMPUA","116","Keonjhar","18","KEONJHAR","Same","Village text/case differs"
"11604057","","","Jamunaposi","","11604","Champua","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"","​030062011001100113","556472","","JAMUNPASI","","","030110","CHAMPUA","","","18","KEONJHAR","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"11604058","​130290027002700166","11425","Jayamangalpur","JAYAMANGAL PUR","11604","Champua","130290","CHILIKA","116","Keonjhar","19","KHURDA","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"11604059","​030062011001100042","556401","Jodapokhari","JODA POKHARI","11604","Champua","030110","CHAMPUA","116","Keonjhar","18","KEONJHAR","Same","Village text/case differs"
